"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","NURSING HOME PROVIDER NAME","AFFILIATION ENTITY NAME","AFFILIATION ENTITY ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE"
O20190517001377,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013482314,N,366359,6204179070,LARCHWOOD CARE LLC,REGENCY CARE OF LARCHWOOD,,OH,LLC,,P,REGENCY CARE OF LARCHWOOD,,,4110 ROCKY RIVER DR,,CLEVELAND,OH,441351175
O20190520000962,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427004696,N,155379,4880505528,HENDRICKS COUNTY HOSPITAL,LIFE CARE CENTER OF ROCHESTER,,,OTHER,INDIANA COUNTY HOSPITAL,N,LIFE CARE CENTER OF ROCHESTER,LIFE CARE CENTERS OF AMERICA,311,827 W 13TH ST,,ROCHESTER,IN,469752502
O20190520002493,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205394558,N,365485,3274876917,FLINT RIDGE HEALTHCARE LLC,FLINT RIDGE NURSING AND REHABILITATION CENTER,12/06/2018,OH,LLC,,P,FLINT RIDGE NRSG & REHAB CTR,CCH HEALTHCARE,124,1450 W MAIN ST,,NEWARK,OH,430551825
O20190520002779,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558925396,N,165619,7214270966,WELLSPIRE LLC,FIELDSTONE OF DEWITT,,,LLC,,N,FIELDSTONE OF DEWITT,WESLEYLIFE,561,1301 MAYNARD WAY,,DE WITT,IA,527429319
O20190521000010,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609397785,N,455861,5395786180,NOCONA HOSPITAL DISTRICT,LANDMARK OF PLANO REHABILITATION AND NURSING CENTER,,,OTHER,NON-STATE GOV'T OWNED HOSPITAL DISTRICT,N,LANDMARK OF PLANO REHABILITATION AND NURSING CENTE,,,1621 COIT RD,,PLANO,TX,750756141
O20190521000322,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467924043,N,366102,5395088058,CSJI-TIFFIN INC,ST FRANCIS SENIOR MINISTRIES,10/04/2018,WV,CORPORATION,,N,ST FRANCIS SENIOR MINISTRIES,,,182 SAINT FRANCIS AVE,,TIFFIN,OH,448833456
O20190522001147,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902460348,N,525670,5890038442,BAY AT OCONTO HEALTH AND REHABILITATION CENTER LLC,OCONTO HEALTH AND REHABILITATION CENTER,06/01/2019,WI,LLC,,P,OCONTO HEALTH AND REHAB CENTER,CHAMPION CARE,134,101 1ST ST,,OCONTO,WI,541531117
O20190522001426,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568026904,N,525363,6002159662,BAY AT SURING HEALTH AND REHABILITATION CENTER LLC,SURING HEALTH AND REHABILITATION CENTER,06/01/2019,WI,LLC,,P,SURING HEALTH AND REHAB CENTER,CHAMPION CARE,134,430 MANOR DR,,SURING,WI,541749182
O20190522003198,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083173231,N,215233,4082957675,"RIVERSIDE SNF OPERATOR, LLC",STERLING CARE RIVERSIDE,03/04/2019,MD,LLC,,P,STERLING CARE RIVERSIDE,STERLING CARE,492,1123 BELCAMP GARTH,,BELCAMP,MD,210171452
O20190523002141,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891263695,N,675386,5496093734,LONGVIEW III ENTERPRISES LLC,WHISPERING PINES LODGE,,,LLC,,P,WHISPERING PINES LODGE,CREATIVE SOLUTIONS IN HEALTHCARE,169,2131 ALPINE RD,,LONGVIEW,TX,756013402
O20190524001129,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710540810,N,265817,2769725241,BLUE CIRCLE REHAB AND NURSING LLC,BLUE CIRCLE REHAB AND NURSING,,,OTHER,NOT SELECTED,P,BLUE CIRCLE REHAB AND NURSING,BLUE CENTRAL GROUP,83,2939 MAGAZINE ST,,SAINT LOUIS,MO,631061245
O20190528000346,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982192001,N,676398,7315832722,UVALDE COUNTY HOSPITAL AUTHORITY,FOX HOLLOW POST ACUTE,,,OTHER,NON-STATE GOV'T OWNED HOSPITAL AUTHORITY,N,FOX HOLLOW POST ACUTE,UVALDE COUNTY HOSPITAL AUTHORITY,540,310 AMERICA DR,,BROWNSVILLE,TX,785267437
O20190528001037,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568932226,N,285082,2062755499,CONTINENTAL SPRINGS LLC,,11/15/2018,NE,LLC,,P,"CONTINENTAL SPRINGS, LLC",,,3200 G ST,,SOUTH SIOUX CITY,NE,687763339
O20190528001668,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396205852,N,676351,6406199843,"DSL TENANT II, LLC",DISCOVERY VILLAGE AT SOUTHLAKE,01/16/2019,DE,LLC,,P,DISCOVERY VILLAGE AT SOUTHLAKE,"WELLTOWER, INC.",560,201 WATERMERE DR,,SOUTHLAKE,TX,760928137
O20190529000399,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700137551,N,375335,2961745344,MIAMI HEALTHCARE LLC,WINDRIDGE NURSING AND REHABILITATION CENTER,03/01/2019,OK,LLC,,P,WINDRIDGE NURSING AND REHABILITATION CENTER,"OKLAHOMA NURSING HOMES, LTD.",384,2530 NORTH ELM STREET,,MIAMI,OK,743541444
O20190529000519,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750946539,N,245471,6204179682,THE WATERVIEW SHORES LLC,,04/17/2019,MN,LLC,,P,THE WATERVIEW SHORES LLC,MONARCH HEALTHCARE MANAGEMENT,361,402 13TH AVE,,TWO HARBORS,MN,556161267
O20190529000731,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255446415,N,555924,6709129182,BETHEL LUTHERAN HOME INC,BETHEL LUTHERAN HOME,06/10/1983,CA,CORPORATION,,N,BETHEL LUTHERAN HOME,,,2280 DOCKERY AVE,,SELMA,CA,936623806
O20190529002179,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255830162,N,335592,0143563452,MARNC OPERATING LLC,MASSENA REHAB AND NURSING CENTER,02/05/2018,NY,LLC,,P,MASSENA REHABILITATION & NURSING CENTER,,,89 GROVE ST,,MASSENA,NY,136622615
O20190529002920,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164984381,N,555418,7911240247,"HAYWARD HEALTH CENTER, LLC",ST. FRANCIS HEALTHCARE CENTER,02/26/2019,CA,LLC,,P,ST FRANCIS HEALTHCARE CENTER,PROVIDENCE GROUP,429,718 BARTLETT AVE,,HAYWARD,CA,945413698
O20190530000277,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720066434,N,375132,7214938463,HEARTWAY CORPORATION,YORK MANOR NURSING HOME,10/14/1987,TX,CORPORATION,,N,YORK MANOR NURSING HOME,,,500 SOUTH YORK STREET,,MUSKOGEE,OK,744035956
O20190530000889,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285297291,N,555921,8820331184,MORENO VALLEY SNF LLC,RANCHO BELLAGIO POST ACUTE,03/16/2018,CA,LLC,,P,RANCHO BELLAGIO POST ACUTE,PROVIDENCE GROUP,429,26940 E HOSPITAL RD,,MORENO VALLEY,CA,925553923
O20190530002826,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912480880,N,045242,2062745367,LTC OF EUREKA SPRINGS LLC,BRIGHTON RIDGE,07/01/2018,MO,LLC,,P,BRIGHTON RIDGE,JAMES & JUDY LINCOLN,290,235 HUNTSVILLE RD,,EUREKA SPRINGS,AR,726329572
O20190530002911,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700877545,N,145772,1951634252,INDEPENDENT ORDER OF ODD FELLOWS,ODD FELLOW REBEKAH HOME,,,CORPORATION,,N,ODD FELLOW-REBEKAH HOME,HERITAGE OPERATIONS GROUP,267,201 LAFAYETTE AVE,,MATTOON,IL,619384409
O20190601000026,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982269775,N,245283,5294068565,THE WATERVIEW PINES LLC,,05/07/2019,MN,LLC,,P,THE WATERVIEW PINES LLC,MONARCH HEALTHCARE MANAGEMENT,361,1201 8TH ST S,,VIRGINIA,MN,557923349
O20190603000262,WV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194283192,N,515029,9830431030,WEST VIRGINIA HEALTH CARE COOPERATIVE INC,SUMMERSVILLE REGIONAL MEDICAL CENTER,01/09/1984,WV,CORPORATION,,N,SUMMERSVILLE REGIONAL MEDICAL CENTER,WVU MEDICINE,571,400 FAIRVIEW HEIGHTS RD,,SUMMERSVILLE,WV,266519308
O20190603001594,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467915488,N,146176,2567795750,ELEVATE SAINT ANDREW LIVING COMMUNITY LLC,GLEN SAINT ANDREW LIVING COMMUNITY,02/20/2019,IL,LLC,,P,CELEBRATE SENIOR LIVING NILES,CELEBRATE SENIOR LIVING,125,7000 N NEWARK AVE,,NILES,IL,607144577
O20190603002390,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023576790,N,075057,1557694775,SV OPCO LLC,SKYVIEW REHAB AND NURSING,,,LLC,,P,SKYVIEW REHAB AND NURSING,,,35 MARC DR,,WALLINGFORD,CT,064925708
O20190603002451,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912465790,N,395052,6901139120,ROSEWOOD GARDENS SNF LLC,ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER,02/07/2019,PA,LLC,,P,ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER,PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,418,146 MARPLE ROAD,,BROOMALL,PA,190082040
O20190604000107,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396208039,N,225568,4284967423,WILMINGTON REHAB CENTER LLC,WILMINGTON REHAB CENTER,11/20/2018,MA,LLC,,P,WILMINGTON REHAB CENTER,ADVINIACARE,16,90 WEST ST,,WILMINGTON,MA,018873039
O20190604000589,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306400841,N,175240,9739412982,"KPC PROMISE SKILLED NURSING FACILITY OF OVERLAND PARK, LLC",KPC PROMISE SKILLED NURSING FACILITY OF OVERLAND PARK,03/15/2019,CA,LLC,,P,KPC PROMISE SKILLED NURSING FACILITY OF OVERLAND,KPC PROMISE HEALTHCARE,303,6505 W 103RD ST,,OVERLAND PARK,KS,662121728
O20190604000943,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952869620,N,075060,9133452394,SB OPCO LLC,SALMON BROOK REHAB AND NURSING,,,LLC,,P,SALMON BROOK REHAB AND NURSING,,,72 SALMON BROOK DR,,GLASTONBURY,CT,060332131
O20190604001422,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528624228,N,675826,4587997754,BOSQUE COUNTY HOSPITAL DISTRICT,SUNSET HOME,,,OTHER,HOSPITAL DISTRICT,N,SUNSET HOME,,,1800 W 9TH ST,,CLIFTON,TX,766341880
O20190604002208,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306302344,N,676271,2062326234,HAMILTON COUNTY HOSPITAL DISTRICT,ONION CREEK NURSING AND REHABILITATION CENTER,,,OTHER,HOSPITAL DISTRICT,N,ONION CREEK NURSING AND REHABILITATION CENTER,HAMILTON COUNTY HOSPITAL DISTRICT,589,1700 ONION CREEK PKWY,,AUSTIN,TX,787481948
O20190604002501,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912485517,N,345129,4385977461,DAVIE NURSING AND REHABILITATION CENTER LLC,DAVIE NURSING AND REHABILITATION CENTER,05/25/2018,OH,LLC,,P,DAVIE NURSING AND REHABILITATION CENTER,SABER HEALTHCARE GROUP,461,498 MADISON RD,,MOCKSVILLE,NC,270284249
O20190604002800,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366007809,N,325129,1052644143,DESERT SPRINGS HEALTHCARE LLC,DESERT SPRINGS HEALTHCARE,,,LLC,,P,DESERT SPRINGS HEALTH CARE,CANYON CREEK HEALTHCARE,101,1701 N TURNER ST,,HOBBS,NM,882403833
O20190604002824,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356807101,N,165535,0042543134,ACCURA HEALTHCARE OF AURELIA LLC,ACCURA HEALTHCARE OF AURELIA LLC,02/18/2019,IA,LLC,,P,"ACCURA HEALTHCARE OF AURELIA, LLC",ACCURA HEALTHCARE,8,401 W 5TH ST,,AURELIA,IA,510057712
O20190605000661,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285198192,N,055570,4688907702,"FULLERTON HEALTHCARE, INC.",ST. ELIZABETH HEALTHCARE AND REHABILITATION,01/15/2019,NV,CORPORATION,,P,ST ELIZABETH HEALTHCARE CENTER,THE ENSIGN GROUP,507,2800 N HARBOR BLVD,,FULLERTON,CA,928351727
O20190605001000,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952708620,N,676382,9032103700,SOUTH LIMESTONE HOSPITAL DISTRICT,FALCON RIDGE REHABILITATION,,,OTHER,NON-STATE GOV'T OWNED HOSPITAL DISTRICT,N,FALCON RIDGE REHABILITATION,FUNDAMENTAL HEALTHCARE,231,149 KLATTENHOFF LN,,HUTTO,TX,786344638
O20190605001106,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063974285,N,555431,6406189547,EL CAJON POST ACUTE LLC,COUNTRY HILLS POST ACUTE,07/17/2018,CA,LLC,,P,COUNTRY HILLS POST ACUTE,PROVIDENCE GROUP,429,1580 BROADWAY,,EL CAJON,CA,920215124
O20190605002119,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730643669,N,055830,7315270477,"SANTA MARIA HEALTHCARE, INC.",VILLA MARIA POST ACUTE,01/15/2019,NV,CORPORATION,,P,VILLA MARIA POST ACUTE,THE ENSIGN GROUP,507,425 BARCELLUS AVE,,SANTA MARIA,CA,934546901
O20190605002198,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720544786,N,675709,7517952047,WEST WHARTON COUNTY HOSPITAL DISTRICT,TIMBERIDGE NURSING AND REHABILITATION CENTER,,,OTHER,GOVERNMENTAL HOSPITAL DISTRICT,N,TIMBERIDGE NURSING AND REHABILITATION CENTER,TRUSTCARE MANAGEMENT,530,315 W GIBSON ST,,JASPER,TX,759514903
O20190606000816,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689238875,N,225644,4789917782,SALEM REHAB CENTER LLC,SALEM REHAB CENTER,11/20/2018,MA,LLC,,P,SALEM REHAB CENTER,ADVINIACARE,16,7 LORING HILLS AVENUE,,SALEM,MA,019704267
O20190606001257,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447714373,N,555259,0244563252,"LA VETA HEALTHCARE, INC.",MAINPLACE POST ACUTE,01/15/2019,NV,CORPORATION,,P,MAINPLACE POST ACUTE,THE ENSIGN GROUP,507,1835 W LA VETA AVE,,ORANGE,CA,928684132
O20190606002295,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811552359,N,325060,5395078331,ODELIA HEALTHCARE LLC,ODELIA HEALTHCARE,08/05/2020,DE,LLC,,P,ODELIA HEALTHCARE,CANYON CREEK HEALTHCARE,101,1509 UNIVERSITY BLVD NE,,ALBUQUERQUE,NM,871021708
O20190606002566,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265097703,N,325040,0345573390,WHITE SANDS HEALTHCARE LLC,WHITE SANDS HEALTHCARE,,,LLC,,P,WHITE SANDS HEALTHCARE,CANYON CREEK HEALTHCARE,101,5715 N LOVINGTON HWY,,HOBBS,NM,882409131
O20190607000534,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841854056,N,455672,8123351087,SANTIAGO HEALTHCARE LLC,GOLDEN PALMS REHABILITATION AND RETIREMENT,04/16/2019,NV,LLC,,P,GOLDEN PALMS REHABILITATION AND RETIREMENT,THE ENSIGN GROUP,507,2101 TREASURE HILLS BLVD,,HARLINGEN,TX,785508738
O20190607001099,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285199430,N,115720,9830422708,DUKE EQUITIES LLC,EVERGREEN HEALTH AND REHABILITATION CENTER,01/04/2019,GA,LLC,,P,EVERGREEN HEALTH AND REHABILITATION CENTER,,,139 MORAN LAKE RD NE,,ROME,GA,301617767
O20190607001797,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003380890,N,345484,0244571644,"MH TRANSYLVANIA REGIONAL HOSPITAL, LLLP",,09/27/2018,NC,PARTNERSHIP,,P,TRANSYLVANIA REGIONAL HOSPITAL,,,260 HOSPITAL DR,,BREVARD,NC,287123378
O20190607002284,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396202024,N,345418,3779816681,PELICAN HEALTH AT ASHEVILLE LLC,SWANNANOA VALLEY HEALTH AND REHABILITATION,02/26/2019,NC,LLC,,P,PELICAN HEALTH AT ASHEVILLE,SIMCHA HYMAN & NAFTALI ZANZIPER,580,1984 US 70 HWY,,SWANNANOA,NC,287788212
O20190610000358,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255372488,N,675071,3072421395,DEWITT MEDICAL DISTRICT,YORKTOWN NURSING AND REHABILITATION CENTER,04/01/2011,TX,OTHER,GOVERNMENT ENTITY,N,YORKTOWN NURSING AND REHABILITATION CENTER,DIVERSICARE HEALTHCARE,185,670 W 4TH ST,,YORKTOWN,TX,781645092
O20190610000834,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477055630,N,555146,8022104611,HUMANGOOD SOCAL,REDWOOD TERRACE HEALTH CENTER,03/23/1955,CA,CORPORATION,,N,REDWOOD TERRACE HEALTH CENTER,HUMANGOOD,274,710 W 13TH AVE,,ESCONDIDO,CA,920255511
O20190610001068,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346281573,N,455513,3072421395,DEWITT MEDICAL DISTRICT,LAMPASSAS NURSING AND REHABILITATION CENTER,04/01/2011,TX,OTHER,GOVERNMENT ENTITY,N,LAMPASAS NURSING AND REHABILITATION CENTER,DIVERSICARE HEALTHCARE,185,611 N BROAD ST,,LAMPASAS,TX,765501105
O20190610001953,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134692270,N,235324,9335480714,RIVERSIDE HEALTHCARE CENTER LLC,,11/14/2018,MI,LLC,,P,RIVERSIDE HEALTHCARE CENTER,PIONEER HEALTHCARE MANAGEMENT,403,1149 W MONROE RD,,SAINT LOUIS,MI,488809736
O20190610002318,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649834185,N,455901,4880927649,KPC PROMISE SKILLED NURSING FACILITY OF WICHITA FALLS LLC,,03/15/2019,CA,LLC,,P,KPC PROMISE SKILLED NURSING FACILITY OF WICHITA FA,KPC PROMISE HEALTHCARE,303,1103 GRACE STREET,,WICHITA FALLS,TX,763014414
O20190611000193,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609330547,N,555765,8123351905,"TUSTIN HILLS HEALTHCARE, INC.",THE HILLS POST ACUTE,01/24/2019,NV,CORPORATION,,P,THE HILLS POST ACUTE,THE ENSIGN GROUP,507,1800 OLD TUSTIN AVE,,SANTA ANA,CA,927057810
O20190611001099,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598320368,N,245277,7214260025,THE WATERVIEW WOODS LLC,,05/09/2019,MN,LLC,,P,THE WATERVIEW WOODS LLC,MONARCH HEALTHCARE MANAGEMENT,361,601 GRANT AVE,,EVELETH,MN,557341314
O20190611001489,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285190959,N,675999,7517952047,WEST WHARTON COUNTY HOSPITAL DISTRICT,,,,OTHER,GOVERNMENTAL HOSPITAL DISTRICT,N,ST JAMES HOUSE OF BAYTOWN,TRUSTCARE MANAGEMENT,530,5800 W BAKER ROAD,,BAYTOWN,TX,775201618
O20190612001989,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669930657,N,445319,6608109319,"ELK RIVER HEALTH & NURSING CENTER OF WINCHESTER, LLC",,02/22/2019,TN,LLC,,N,ELK RIVER HEALTH & NURSING CENTER OF WINCHESTER,TWIN RIVERS HEALTH & REHABILITATION,532,32 MEMORIAL DR,,WINCHESTER,TN,373982400
O20190612003684,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265994826,N,395843,4082947619,"BSD CARE AT RE, LLC",RIVER'S EDGE REHABILITATION AND HALTHCARE CENTER,03/26/2019,PA,LLC,,P,RIVER'S EDGE REHABILITATION & HEALTHCARE CENTER,,,9501 STATE ROAD,,PHILADELPHIA,PA,191143053
O20190613000229,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467018960,N,315244,6608109244,"ABSECON OPERATOR, LLC",PREFERRED CARE AT ABSECON,02/19/2019,NJ,LLC,,P,PREFERRED CARE AT ABSECON,PREFERRED CARE,409,1020 PITNEY RD,,ABSECON,NJ,082019716
O20190614000628,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821553710,N,106125,0941563654,FLORIDA HOSPITAL DADE CITY INC,ADVENTHEALTH DADE CITY TCU,08/16/2017,FL,CORPORATION,,N,ADVENTHEALTH DADE CITY,ADVENTHEALTH CARE CENTER,14,13100 FORT KING RD,,DADE CITY,FL,335255294
O20190614001050,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396789491,N,675075,3072421395,DEWITT MEDICAL DISTRICT,DIVERSICARE OF LULING,04/01/2011,TX,OTHER,GOVT ENTITY,N,DIVERSICARE OF LULING,DIVERSICARE HEALTHCARE,185,208 MAPLE ST,,LULING,TX,786482164
O20190617000605,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033677877,N,455444,9335472828,"SAN ANTONIO III ENTERPRISES, LLC",MESA VISTA INN HEALTH CENTER,,,LLC,,P,MESA VISTA INN HEALTH CENTER,CREATIVE SOLUTIONS IN HEALTHCARE,169,5756 N KNOLL,,SAN ANTONIO,TX,782402238
O20190617000836,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417514977,N,225179,4385977875,BENTLEY CASA DE RAMANA LLC,CASA DE RAMANA REHABILITATION CENTER,01/29/2009,MA,LLC,,P,CASA DE RAMANA REHABILITATION CENTER,,,485 FRANKLIN ST,,FRAMINGHAM,MA,017026215
O20190617001309,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477011468,N,445320,0648503144,ELK RIVER HEALTH & NURSING CENTER OF FAYETTEVILLE LLC,,02/22/2019,TN,LLC,,N,ELK RIVER HEALTH & REHABILITATION OF FAYETTEVILLE,TWIN RIVERS HEALTH & REHABILITATION,532,4081 THORNTON TAYLOR PKWY,,FAYETTEVILLE,TN,373342674
O20190617002067,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790348829,N,106069,7315270725,LAKE WALES OPERATING GROUP LLC,LAKE WALES WELLNESS AND REHABILITATION CENTER,,,LLC,,P,LAKE WALES WELLNESS AND REHABILITATION CENTER,AHAVA HEALTHCARE,17,730 N SCENIC HWY,,LAKE WALES,FL,338533208
O20190617002278,NH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538722368,N,305065,8820321235,8 SNOW ROAD OPERATIONS LLC,APPLEWOOD CENTER,07/10/2018,NH,LLC,,P,APPLEWOOD CENTER,GENESIS HEALTHCARE,237,8 SNOW RD,,WINCHESTER,NH,034702806
O20190617003017,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093370488,N,146138,6507199932,MERCER MANOR REHABILITATION LLC,,05/10/2019,NY,LLC,,P,MERCER MANOR REHABILITATION,STERN THERAPY CONSULTANTS,493,309 NW 9TH AVE,,ALEDO,IL,612311330
O20190618000720,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841704152,N,675140,2062326234,HAMILTON COUNTY HOSPITAL DISTRICT,FOCUSED CARE AT HAMILTON,,,OTHER,COUNTY HOSPITAL DISTRICT,N,FOCUSED CARE AT HAMILTON,FOCUSED POST ACUTE CARE PARTNERS,224,1315 E STATE HWY 22,,HAMILTON,TX,765313173
O20190618000920,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669038832,N,325113,1850624222,FARMINGTON HEALTH CARE CENTER LTD. CO.,CEDAR RIDGE INN,04/23/2019,NM,LLC,,P,,,,800 SAGUARO TRL,,FARMINGTON,NM,874019632
O20190618003311,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679087985,N,675733,2062326234,HAMILTON COUNTY HOSPITAL DISTRICT,FOCUSED CARE AT STONEBRIAR,,,OTHER,COUNTY HOSPITAL DISTRICT,N,FOCUSED CARE AT STONEBRIAR,FOCUSED POST ACUTE CARE PARTNERS,224,110 E LIVE OAK ST,,AUSTIN,TX,787044355
O20190619000945,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285190249,N,676226,7517952047,WEST WHARTON COUNTY HOSPITAL DISTRICT,CYPRESS HEALTHCARE AND REHABILITATION CENTER,,,OTHER,GOVERNMENTAL HOSPITAL DISTRICT,N,CYPRESS HEALTHCARE AND REHABILITATION CENTER,TRUSTCARE MANAGEMENT,530,1351 SADLER DRIVE,,SAN MARCOS,TX,786667775
O20190620000181,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699256982,N,455718,6608128400,"EL PASO V ENTERPRISES, LLC",PEBBLE CREEK NURSING CENTER,,,LLC,,P,PEBBLE CREEK NURSING CENTER,CREATIVE SOLUTIONS IN HEALTHCARE,169,11608 SCOTT SIMPSON DR,,EL PASO,TX,799366210
O20190620002283,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558825067,N,555630,9537493887,"ASD6, LLC",HILLCREST HEIGHTS HEALTHCARE CENTER,10/17/2018,CA,LLC,,P,HILLCREST HEIGHTS HEALTHCARE CENTER,ASPEN SKILLED HEALTHCARE,50,4033 6TH AVE,,SAN DIEGO,CA,921032202
O20190621001155,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366904922,N,396070,7315271517,BSD CARE AT AJ LLC,THE PINES AT PHILADELPHIA REHABILITATION AND HEALTHCARE CENTER,03/26/2019,PA,CORPORATION,,P,THE PINES AT PHILADELPHIA REHAB AND HEALTHCARE CTR,,,8410 ROOSEVELT BLVD,,PHILADELPHIA,PA,191522012
O20190621001403,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437644952,N,106127,0749514958,"TRI-COUNTY NURSING AND REHABILITATION CENTER, INC.",ADVENTHEALTH CARE CENTER CELEBRATION,10/30/2014,FL,CORPORATION,,N,ADVENTHEALTH CARE CENTER CELEBRATION,ADVENTHEALTH CARE CENTER,14,1290 CELEBRATION BLVD,,KISSIMMEE,FL,347474692
O20190621002344,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821552316,N,105468,2668706896,PONCE NH LLC,THE PONCE THERAPY CARE CENTER,12/13/2018,DE,LLC,,P,,,,1999 OLD MOULTRIE RD,,ST AUGUSTINE,FL,320865164
